No.,Manufacturer,Product Name,Source(Link),Category,Type
444,Kasa Smart,"Kasa Apple HomeKit Smart Dimmer Switch KS220P3, Single Pole, Neutral Wire Required,2.4GHz Wi-Fi Light Works with Siri, Alexa and Google Home,UL Certified, No Hub Required,White, 3 Count (Pack of 1)",https://a.co/d/3dXivVG,"Lighting, Plugs and Switchs",Smart Dimmer Switch
445,Kasa Smart ,"Kasa Smart Dimmer Switch HS220P3, Single Pole, Needs Neutral Wire, 2.4GHz Wi-Fi Light Switch Works with Alexa and Google Home, UL Certified,, No Hub Required, 3-Pack",https://a.co/d/6k2sa6a,"Lighting, Plugs and Switchs",Smart Dimmer Switch
446,Kasa Smart ,"Kasa Apple HomeKit Smart Dimmer Switch KS220, Single Pole, Neutral Wire Required, 2.4GHz Wi-Fi Light Switch Works with Siri, Alexa and Google Home, UL Certified, No Hub Required, White",https://a.co/d/hgnmS1L,"Lighting, Plugs and Switchs",Smart Dimmer Switch
447,Lutron ,"Lutron Caseta Smart Home Dimmer Switch, Works with Alexa, Apple HomeKit, and The Google Assistant | for LED Light Bulbs, Incandescent Bulbs and Halogen Bulbs | PD-6WCL-WH | White",https://a.co/d/7fNn1bk,"Lighting, Plugs and Switchs",Smart Dimmer Switch
448,Lutron,Lutron Caséta Wireless Smart Dimmer Switch Starter Kit,https://www.casetawireless.com/us/en/products/smart-kits,"Lighting, Plugs and Switchs",Smart Dimmer Switch
449,Lutron,"Lutron Caseta Smart Home Dimmer Switch and Pico Remote Kit, Works with Alexa, Apple Home, Ring, Google Assistant (Smart Hub Required) | P-PKG1WB-WH | White",https://a.co/d/dBZsqIM,"Lighting, Plugs and Switchs",Smart Dimmer Switch
450,Lutron,"Lutron Caseta Deluxe Smart Dimmer Switch (2 Count) Kit with Caseta Smart Hub | Works with Alexa, Apple Home, Ring, Google Assistant | P-BDG-PKG2W-A | White",https://a.co/d/hxo0jH4,"Lighting, Plugs and Switchs",Smart Dimmer Switch
451,Leviton,"Leviton Decora Smart Dimmer Switch, Wi-Fi 2nd Gen, Neutral Wire Required, Works with Matter, My Leviton, Alexa, Google Assistant, Apple Home/Siri & Wired or Wire-Free 3-Way, D26HD-2RW, White",https://a.co/d/3v1i2Pf,"Lighting, Plugs and Switchs",Smart Dimmer Switch
452,Leviton,"Leviton No-Neutral Decora Smart Dimmer Switch, Requires MLWSB Wi-Fi Bridge (Sold Seperate) to Work with My Leviton, Alexa, Google Assistant, Apple Home/Siri & Wired or Wire-Free 3-Way, DN6HD-2RW,White",https://a.co/d/88MXzLy,"Lighting, Plugs and Switchs",Smart Dimmer Switch
453,Leviton,"Leviton Wi-Fi Bridge for No-Neutral Decora Smart Dimmers and Switches (DN6HD and DN15S), Works with My Leviton, Alexa, Google Assistant, Apple Home/Siri & Wire-Free 3-Way, MLWSB-1RW, White",https://a.co/d/1Gl6N9L,"Lighting, Plugs and Switchs",Smart Dimmer Switch
454,Leviton,"D26HD DECORA SMART DIMMER SWITCH, WI-FI 2ND GEN, NEUTRAL WIRE REQUIRED",https://store.leviton.com/products/decora-smart-wi-fi-dimmer-2nd-gen-white-d26hd-2rw?variant=39385760334006,"Lighting, Plugs and Switchs",Smart Dimmer Switch
455,Humpptom,"Dimmer Switch ONLY Work with Alexa Smart Wireless Dimmer Light Switch Remote Control dimmer Light Switch,Voice Control by Alexa, Work with Amazon Alexa Only",https://a.co/d/7qlEbzQ,"Lighting, Plugs and Switchs",Smart Dimmer Switch
456,Humpptom,"Dimmer Switch ONLY Work with Alexa Smart Wireless Dimmer Light Switch Remote Control dimmer Light Switch,Voice Control by Alexa, Work with Amazon Alexa Only",https://a.co/d/4IpqeEe,"Lighting, Plugs and Switchs",Smart Dimmer Switch
457,Humpptom,"Humpptom Wireless Light Switch and Receiver, Dimmer Switch Work with Alexa, Smart Wireless Dimmer Light Switch, Wall Switch Lighting Fixture for Ceiling Lights, Fans, Lamps",https://a.co/d/1HcHprZ,"Lighting, Plugs and Switchs",Smart Dimmer Switch
458,Humpptom,"Humpptom Wireless Light Switch and Receiver, Dimmer Switch Work with Alexa, Smart Wireless Dimmer Light Switch, Wall Switch Lighting Fixture for Ceiling Lights, Fans, Lamps",https://a.co/d/3xhm0VZ,"Lighting, Plugs and Switchs",Smart Dimmer Switch
459,GE,"GE Enbrighten, White Almond, Z-Wave Plus Smart Light Dimmer, Works with Alexa, Google Assistant, SmartThings, Wink, Zwave Hub Required, Repeater/Range Extender, 3-Way Compatible, 14294, 1 Pack",https://www.homedepot.com/p/GE-Enbrighten-Z-Wave-Plus-Smart-Lighting-Control-Motion-Dimmer-26933/303404513,"Lighting, Plugs and Switchs",Smart Dimmer Switch
460,GE,"GE CYNC Smart Dimmer Light Switch, No Neutral Wire Required, Bluetooth and 2.4 GHz WiFi 3-Wire Switch, Works with Amazon Alexa and Google Home, White (1 Pack)",https://a.co/d/a4vN7uJ,"Lighting, Plugs and Switchs",Smart Dimmer Switch
461,Amazon Basics,"Amazon Basics 3-Way Smart Dimmer Switch, Neutral Wire Required, 2.4 Ghz WiFi, Works with Alexa, White, 2.91 x 4.65 x 1.62 inches",https://a.co/d/43LQvrB,"Lighting, Plugs and Switchs",Smart Dimmer Switch
462,Amazon Basics,"Amazon Basics Single Pole Smart Dimmer Switch, Neutral Wire Required, 2.4 Ghz WiFi, Works with Alexa, White, 2.91"" x 1.79"" x 4.65""",https://a.co/d/eIGvVDe,"Lighting, Plugs and Switchs",Smart Dimmer Switch
463,Amazon Basics,"Amazon Basics Single Pole Smart Switch, Neutral Wire Required, 2.4 Ghz WiFi, Works with Alexa, White, 4.65 x 2.91 x 1.74 in",https://a.co/d/8tebaET,"Lighting, Plugs and Switchs",Smart Dimmer Switch
464,BN-LINK,"BN-LINK Smart Dimmer Switch for Dimmable LED Lights, WiFi Light Switch Compatible with Alexa and Google Assistant, Neutral Wire Required, Single-Pole, No Hub Needed, ETL and FCC Listed",https://a.co/d/fi84cl2,"Lighting, Plugs and Switchs",Smart Dimmer Switch
465,GHome,"GHome Smart Dimmer Switch Work with Alexa Google Home, Single Pole 2.4GHz Wi-Fi Switch for Dimmable LED CFL INC Light Bulbs, Neutral Wire Required, Not 3 Way, No Hub Required, 4Pack",https://a.co/d/hnVTTyZ,"Lighting, Plugs and Switchs",Smart Dimmer Switch
466,GHome,"GHome Smart Smart Dimmer Switch Work with Alexa Google Home, Neutral Wire Required 2.4GHz Wi-Fi Switch for Dimming LED CFL INC Light Bulbs, Single Pole, UL Certified, No Hub Required, 1Pack",https://a.co/d/adWDIkm,"Lighting, Plugs and Switchs",Smart Dimmer Switch
467,GHome,"GHome Smart Switch, 3 Way Wi-Fi Light Switch Compatible with Alexa and Google Home, 2.4GHz Schedule Timer, Neutral Wire Required, 3-Way Installation, FCC Listed (4-Pack),White",https://a.co/d/3pKhbbr,"Lighting, Plugs and Switchs",Smart Dimmer Switch
468,meross,"meross Smart Dimmer Switch Single Pole Supports Apple HomeKit, Alexa Google Assistant & SmartThings, 2.4GHz WiFi Light Switch for Dimmable LED, Neutral Wire Required, Remote Control Schedule, 2 Pack",https://a.co/d/jgZCK5T,"Lighting, Plugs and Switchs",Smart Dimmer Switch
469,meross,"meross Smart Dimmer Switch, Single Pole WiFi Light Switch Works with Apple HomeKit, Alexa, Remote/Voice Control and Schedule, Neutral Wire Required, 2.4GHz WiFi Only, No Hub Required, 2 Pack",https://a.co/d/6oL1qVb,"Lighting, Plugs and Switchs",Smart Dimmer Switch
470,CLOUDY BAY,"CLOUDY BAY Smart Dimmer Switch,Smart WiFi Light Switch,Works with Alexa and Google Home for Dimmable LED/CFL/Incandescent Bulbs, Neutral Wire Required, Single-Pole 3 Way, No Hub Required, 1 Pack",https://a.co/d/htRu3aO,"Lighting, Plugs and Switchs",Smart Dimmer Switch
471,Geeni ,"Geeni TAP+DIM Smart Light Switch, White, 1 Switch – No Hub Required – Requires Neutral Wire – Smart Dimmer Switch Works with Amazon Alexa, Google Home &, Requires 2.4 GHz Wi-Fi",https://a.co/d/iI4GUVB,"Lighting, Plugs and Switchs",Smart Dimmer Switch
472,Feit Electric,"Feit Electric Smart Dimmer Switch, Neutral Wire Required for Installation, Compatible with Amazon Alexa and Google Assistant, Smart Dimmer Light Switch, White, Model:DIM/WiFi",https://a.co/d/bTEEnk9,"Lighting, Plugs and Switchs",Smart Dimmer Switch
473,Eva Logik,"Eva Logik 3 Way Smart Toggle Light Switch, 2.4G WiFi Smart Dimmer Light Switch, in-Wall, Needs Neutral Wire, Works with Alexa/Google Home, ETL and FCC Listed (WF31TS)
Visit the EVA LOGIK Store",https://a.co/d/9GPsejp,"Lighting, Plugs and Switchs",Smart Dimmer Switch
474,Enbrighten,"Enbrighten Z-Wave Plus Light Dimmer with QuickFit & SimpleWire, 3-Way Ready, Works with Alexa, Google Assistant, ZWave Hub & Neutral Wire Required, Toggle, Smart Switch, Smart Home Devices, 46204",https://a.co/d/2x7RSeJ,"Lighting, Plugs and Switchs",Smart Dimmer Switch
475,Lesim,"Lesim Smart Wi-Fi Dimmer Switch 2Gang Compatible with Alexa and Google Assistant, Single Pole, Needs Neutral Wire",https://a.co/d/bfuchfW,"Lighting, Plugs and Switchs",Smart Dimmer Switch
476,Lesim,Smart Dimmer Light Switch WiFi Led Dimmer Switch 2 Gang Work with Alexa Google Home,https://a.co/d/bgKMuYV,"Lighting, Plugs and Switchs",Smart Dimmer Switch
477,TP-Link,TP-Link Kasa Smart Wi-Fi Light Switch,https://www.kasasmart.com/us/products/smart-switches/kasa-smart-wi-fi-light-switch-hs200,"Lighting, Plugs and Switchs",Smart Dimmer Switch
478,TP-Link,"Kasa Smart Light Switch HS200, Single Pole, Needs Neutral Wire, 2.4GHz Wi-Fi Light Switch Works with Alexa and Google Home, UL Certified, No Hub Required , White, HS200",https://a.co/d/buAj8ak,"Lighting, Plugs and Switchs",Smart Dimmer Switch
479,ORVIBO,"Smart Dimmer Switch with Touchscreen, ORVIBO Matter-Certified Single Pole Wi-Fi Dimmable Light Switches, Works with Alexa & Google Home, Neutral Wire Required (Dimmer)",https://a.co/d/fnicCkT,"Lighting, Plugs and Switchs",Smart Dimmer Switch
480,U-tec,"Smart 3 Way Dimmer Switch, Smart WiFi Mesh Dimmable Light Switch Compatible with Alexa, Google Assistant and SmartThings, 2.4GHz Wi-Fi, FCC/ETL Certified, No Hub Required, 1 Pack",https://a.co/d/cIoAfDj,"Lighting, Plugs and Switchs",Smart Dimmer Switch
481,TREATLIFE,"TREATLIFE Smart Dimmer Switch, Neutral Wire Needed, 2.4Ghz Wi-Fi Light Switch, Works with Alexa and Google Assistant, Schedule, Remote Control, FCC Listed, Single Pole (1 Pack)",https://a.co/d/4IkukFf,"Lighting, Plugs and Switchs",Smart Dimmer Switch
482,TREATLIFE,"TREATLIFE Smart Dimmer Switch 4 Pack, Smart Light Switch Works with Alexa and Google Assistant, Neutral Wire Needed, 2.4Ghz Wi-Fi, Schedule, Remote Control, Single Pole, FCC Listed",https://a.co/d/7e3lKeK,"Lighting, Plugs and Switchs",Smart Dimmer Switch
483,TREATLIFE,"TREATLIFE Smart Light Switch Single Pole Smart Switch Works with Alexa, Google Home and SmartThings, 2.4GHz Wi-Fi Timer Light Switch, Neutral Wire Required, No Hub Required, ETL Listed, FCC, 4 Pack",https://a.co/d/gtcEnDB,"Lighting, Plugs and Switchs",Smart Dimmer Switch
484,TREATLIFE ,"TREATLIFE Smart Dimmer Switch, Single-Pole Smart Switch for Dimmable Bulbs, 2.4GHz WiFi Smart Light Switch Works with Alexa and Google Home, Remote Control, Neutral Wire Required",https://a.co/d/i3APJQc,"Lighting, Plugs and Switchs",Smart Dimmer Switch
485,TREATLIFE,"TREATLIFE Smart Dimmer Switch 4 Pack, Smart Switch Works with Alexa and Google Home, 2.4GHz WiFi Dimmer Light Switch for LED, CFL, Incandescent Bulbs, Neutral Wire Required, Single Pole",https://a.co/d/cquLJU3,"Lighting, Plugs and Switchs",Smart Dimmer Switch
486,TREATLIFE,"TREATLIFE 3 Way Smart Dimmer Switch 2 Pack, 2 Master 3 Way Dimmable Light Switches, 2.4GHz WiFi Smart Switch Compatible with Alexa and Google Home, Neutral Wire Needed, No Hub Required, Remote Control",https://a.co/d/8opdPO0,"Lighting, Plugs and Switchs",Smart Dimmer Switch
487,Linkind,"Linkind Matter Smart Switch, WiFi Smart Dimmer Switch Works with Alexa, Apple Home, Siri, Google Home, and SmartThings, Neutral Wire Needed, Alexa Light Switch, Single Pole,1-Way, 2.4GHz Wi-Fi, 2 Pack",https://a.co/d/iAbopqp,"Lighting, Plugs and Switchs",Smart Dimmer Switch
488,JUNLIT,"JUNLIT Smart Dimmer Switch, Smart Switch Works with Alexa and Google Home, 2.4GHz WiFi Dimmer Switches for LED Lights/CFL Light Bulbs, Remote Control, Neutral Wire Required, Single Pole, ETL & FCC",https://a.co/d/atjiPit,"Lighting, Plugs and Switchs",Smart Dimmer Switch
489,ORVIBO,"ORVIBO Matter Smart Dimmer Switch, Works with Apple Home, Alexa & Google Home, w/Weather Display, Energy Monitoring, Single Pole, Neutral Wire Required",https://a.co/d/81QKiiw,"Lighting, Plugs and Switchs",Smart Dimmer Switch
490,UltraPro,"UltraPro Wi-Fi Smart Dimmer, 2.4GHz Wi-Fi, QuickFit & SimpleWire, 3 Way Dimmer, Works with Alexa, Google Assistant, SmartThings, No Hub Needed, UL Certified, Needs Neutral Wire, White, 1 Pack, 51427",https://a.co/d/3ztdX3u,"Lighting, Plugs and Switchs",Smart Dimmer Switch
491,Enbrighten,"Enbrighten Zigbee Dimmer, QuickFit & SimpleWire, Pairs Directly with Echo Studio/Show 10/Plus 1st & 2nd Gen, Works WIth Alexa, Google Assistant, White & Light Almond, Smart Light Switch, 43080",https://a.co/d/hbGDeK7,"Lighting, Plugs and Switchs",Smart Dimmer Switch
492,Sunmerit,"Plug-in Lamp Dimmer,Wireless Remote Control,Work with Alexa Voice Control Smart Switch Lighting Dimmer for Dimmable LED CFL Lights Incandescent Halogen Bulbs, Dual-Plug, White",https://a.co/d/evC7yjo,"Lighting, Plugs and Switchs",Smart Dimmer Switch
493,Eva Logik,"Eva Logik 3 Way Smart Toggle Light Switch, 2.4G WiFi Smart Dimmer Light Switch, in-Wall, Needs Neutral Wire, Works with Alexa/Google Home, ETL and FCC Listed (WF31TS)
Visit the EVA LOGIK Store",https://a.co/d/gE0hPlD,"Lighting, Plugs and Switchs",Smart Dimmer Switch
494,Eve Systems,Eve Light Switch,https://www.evehome.com/en/eve-light-switch,"Lighting, Plugs and Switchs",Smart Dimmer Switch
495,BSEED,"BSEED Dimmer Switch, 2.4GHz Smart Dimmer Light Switch Work with Alexa and Google Home, Neutral Wire Required Light Switch Dimmer, Touch Single Pole Dimmer Switch for Lamp, Remote Voice Control, Black",https://a.co/d/0fcrWXt,"Lighting, Plugs and Switchs",Smart Dimmer Switch
496,BSEED,"BSEED Smart Dimmer Switch, 2.4GHz WiFi Dimmer Light Switch Works with Alexa and Google Home, Neutral Wire Required Light Switch Dimmer, Single Pole Touch Dimmer Switch for Lamp, Remote Control, Black",https://a.co/d/2TFIJt4,"Lighting, Plugs and Switchs",Smart Dimmer Switch
497,Aqara,Aqara Illuminance Sensor T1,https://www.aliexpress.us/item/3256804775777427.html?srcSns=sns_Copy&spreadType=socialShare&bizType=ProductDetail&social_params=20724172800&aff_fcid=e0495ee66e0e4b799efa5d845277f3f8-1716241331790-01024-_mtTfEbO&tt=MG&aff_fsk=_mtTfEbO&aff_platform=default&sk=_mtTfEbO&aff_trace_key=e0495ee66e0e4b799efa5d845277f3f8-1716241331790-01024-_mtTfEbO&shareId=20724172800&businessType=ProductDetail&platform=AE&terminal_id=050f658b91d14a1bb20aa439c5f87cd7&afSmartRedirect=y&gatewayAdapt=glo2usa4itemAdapt,"Lighting, Plugs and Switchs",Illuminance Sensor
498,Ring (Amazon),Ring Alarm Security System(5-piece kit),https://ring.com/collections/home-security-systems,"Security, Safety& Entry Management",Comprehensive Security Systems/General Security Systems
499,SimpliSafe,SimpliSafe Home Security System,https://simplisafe.com/,"Security, Safety& Entry Management",Comprehensive Security Systems/General Security Systems
500,ADT,ADT Command and Control Security System,https://www.adt.com/control,"Security, Safety& Entry Management",Comprehensive Security Systems/General Security Systems
501,Alfred,Alfred Smart Lock (DB2),https://alfredinc.com/products/db2,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
502,Alfred,Alfred Smart Lock (DB2-B),https://alfredinc.com/products/db2b,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
503,August,"August Home Silver Smart Lock Pro, 3rd Generation-Dark Gray, Apple Home Kit Compatible and Z-Wave Plus Enabled",https://a.co/d/9t5t791,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
504,August Home,August Home Wi-Fi Smart Lock (4th Generation),https://august.com/products/august-wifi-smart-lock,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
505,Danalock,Danalock V3 Smart Lock (Bluetooth & Zigbee),https://a.co/d/9PPg44g,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
506,Danalock,Danalock V3 Smart Lock (Bluetooth & Z-wave),https://www.zwaveoutlet.com/products/danalock-v3-z-wave-plus-smart-lock-gen5,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
507,KeyWe,"KeyWe Smart Lock,Bluetooth and Z-Wave Plus Enabled,Compatible with Alexa,Works with Smartthings,Gray,Ansi Grade 2 Deadbolt Included",https://a.co/d/bBtxXIE,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
508,Lockly,Lockly Vision™ - The Original Video Smart Lock,https://lockly.com/products/lockly-vision-doorbell-camera-smart-lock,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
509,Nuki,"Nuki Smart Lock Pro (4th generation), smart door lock with Wi-Fi and Matter for remote access, electronic door lock turns your smartphone into a key, with Power Pack, for Euro Profile Cylinder, white",https://amzn.eu/d/4Q07HY1,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
510,Nuki,"Nuki Smart Lock (4th generation), smart door lock with Matter for keyless entry without modifications, electronic door lock turns your smartphone into a key, for Euro Profile Cylinder, white",https://amzn.eu/d/e2SOrW5,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
511,Schlage,Schlage BE469ZPVCAM619 Satin Nickel Connect Camelot Touchscreen with Built-in Alarm & Z-Wave,https://a.co/d/3FPu8fm,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
512,TLJ,TLJ Zpad V3.4,https://products.z-wavealliance.org/products/4706,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
513,Level,Level Lock+ with Apple Home Keys Support (Satin Nickel),https://www.apple.com/shop/product/HQZL2ZM/A/level-lock-with-apple-home-keys-support-satin-nickel?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Daccesssecurity-doorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d%252B45ae,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
514,Yale,Yale Assure Lock 2 Plus - Home Key Lock - Satin Nickel,https://www.apple.com/shop/product/HRBQ2ZM/A/Yale%20Assure%20Lock%202%20Plus%20-%20Home%20Key%20Lock%20-%20Satin%20Nickel?fnode=6a1bc5439200a14e0bd26b754ab06395ce576d145d03404de0d547d515233f0d7c1b9fe4726632b89bcd0777799be4d8a0f13bc840444135a06e214e3fd9cfe1fc55a4d60ec9ff3a888534e63a65c8e1f7ca54665e8560e2f26b0d2241783249c02ea64f70d0a28e09686ef0e2c18cc9&fs=f%3Daccesssecurity-doorbell-homebridge-lighting-securitycam%26fh%3D482b%252B49fd%252B463d%252B4d09%252B460d%252B45ae,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
515,Yale,Yale Assure Lock SL with Z-Wave Plus,https://shopyalehome.com/products/yale-assure-lock-sl-with-z-wave-plus?variant=39341911834756,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
516,Yale,Yale Assure Lever Keypad with Wi-Fi,https://shopyalehome.com/products/yale-assure-lever-keypad-with-wi-fi?variant=41356967641220,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
517,Yale,"Yale Assure Lever, Wi-Fi Smart Door Lever (for Doors with no deadbolt) - Works with Yale Access App, Amazon Alexa, Google Assistant, HomeKit, Phillips Hue and Samsung SmartThings, Satin Nickel",https://www.amazon.com/Yale-Security-YRL216-CBA-619-Assure-Keyed/dp/B07XF23BJ4,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
518,Yale,Yale Assure Lock (YRD246ZW),https://www.getlynx.co/vkey-device/yale-assure-lock-yrd246zw/,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
519,Yale,Yale Approach™ Lock with Wi-Fi + Keypad,https://august.com/,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
520,Yale,Yale Assure Lock Touchscreen with Wi-Fi and Bluetooth,https://shopyalehome.com/products/yale-assure-lock-touchscreen-with-wi-fi-and-bluetooth?variant=39341913079940,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
521,Yale,Yale Assure Lock SL with Z-Wave Plus,https://shopyalehome.com/pages/smart-locks,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
522,Yale,Yale Assure Lock Touchscreen with Z-Wave Plus,https://shopyalehome.com/products/yale-assure-lock-touchscreen-with-z-wave-plus?variant=39341912293508,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
523,Yale,Yale Assure Lock Touchscreen with Wi-Fi and Bluetooth,https://shopyalehome.com/products/yale-assure-lock-touchscreen-with-wi-fi-and-bluetooth?variant=39341913079940,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
524,Yale,Yale Locks & Hardware YRD156-ZW2-619 Satin Nickel Key Free Touchscreen with Z-Wave,https://www.amazon.com/Yale-Locks-Hardware-YRD156-ZW2-619/dp/B07WSK7KV5,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
525,Zigbang,Zigbang IoT Smart Doorlock SHP-R80,https://m-homeiot.zigbang.com/doorlock/product/view?searchPrdType=SD&locale=en&prdId=33&gotoPage=1&submitYn=&searchWord=&searchCateId1=1&searchCateId2=0,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
526,Kaadas,Kaadas KA214 Z-Wave Touchpad Lever,https://kaadassolutions.com/products/ka214-z-wave-touchpad-lever,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
527,Kwikset,Kwikset Kevo (2nd Generation) Touch-to-Open Smart Lock,https://www.kwikset.com/products/detail/kevo-traditional-touch-to-open-smart-lock-2nd-gen#!,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
528,Schlage,"SCHLAGE Z-Wave Connect Camelot Touchscreen Deadbolt with Built-In Alarm, Satin Nickel, BE469 CAM 619, Works with Alexa via SmartThings, Wink or Iris",https://a.co/d/d3WEI86,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
529,U-Tec ,U-Tec U-Bolt Pro Series,https://u-tec.com/products/ultraloq-u-bolt-pro-series,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
530,Aqara,"Aqara Smart Lock U100, Fingerprint Keyless Entry Door Lock with Apple Home Key, Touchscreen Keypad, Bluetooth Electronic Deadbolt, IP65 Weatherproof, Supports Apple HomeKit, Alexa, Google, IFTTT, Gray",https://a.co/d/37GnI37,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
531,Kwikset,"Kwikset 916 Traditional Touchscreen SmartCode Electronic Deadbolt Smart Lock featuring SmartKey Security and ZigBee 3.0 Technology in Venetian Bronze, 1.19 x 2.81 x 5.06 inches, Metal",https://a.co/d/eRDzziY,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
532,Kwikset,Kwikset 910 SmartCode Traditional Electronic Deadbolt with Zigbee Technology,https://www.kwikset.com/products/detail/910-smartcode-traditional-electronic-deadbolt-with-zigbee-technology,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
533,Philips Home Access,Philips Smart deadbolt DDL240XG5KNB/37,https://www.usa.philips.com/c-p/DDL240XG5KNB_37/4000-series,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
534,Schlage,"Schlage BE499WB CAM 619 Encode Plus WiFi Deadbolt Smart Lock with Apple Home Key, Keyless Entry Door Lock with Camelot Trim, Satin Nickel",https://a.co/d/aESU4FQ,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
535,Schlage,"SCHLAGE BE469ZP CAM 619 Connect Smart Deadbolt with alarm with Camelot Trim in Satin Nickel, Z-Wave Plus enabled",https://a.co/d/cwjPRo2,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
536,Yale,"Yale Assure Lock with Z-Wave - Smart Keypad Deadbolt - Works with Ring Alarm, Samsung SmartThings, and More (Hub Required, Sold Separately) - Satin Nickel",https://www.amazon.com/Yale-Assure-Lock-Z-Wave-SmartThings/dp/B06W9M3HTG,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
537,Yale,Yale B1L Lock Keypad Deadbolt in Satin Nickel,https://www.amazon.com/Yale-Security-YRD110ZW619-Button-Deadbolt/dp/B00PM6V1XW?th=1,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
538,Yale,"Yale Assure Lock with Zigbee - Smart Touchscreen Keypad Deadbolt - Works with Xfinity Home, Amazon Echo Show, Amazon Echo Plus and More - Satin Nickel",https://www.amazon.com/Yale-Touchscreen-Deadbolt-YRD226HA2619-SmartThings/dp/B072LF66YX?th=1,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Lock
539,Kaadas,KA200 Z-Wave Key-Free Keypad Deadbolt,https://kaadassolutions.com/products/ka200-z-wave-key-free-keypad-deadbolt,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
540,Kaadas,KA211 Z-Wave Touchpad Deadbolt,https://kaadassolutions.com/products/ka211-z-wave-touchpad-deadbolt?variant=44660952662309,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
541,Kaadas,KA201 Z-Wave Keypad Deadbolt,https://kaadassolutions.com/products/ka201-z-wave-keypad-deadbolt,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
542,Schlage,"SCHLAGE Connect Smart Deadbolt with Century trim in Satin Nickel, Zigbee Certified - BE468GBAK CEN 619",https://a.co/d/dstRUjc,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
543,Lockly,Lockly Secure Pro Deadbolt Edition,https://lockly.com/,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
544,Schlage,Schlage Encode Smart Wi-Fi Deadbolt,https://www.schlage.com/en/home.html,"Security, Safety& Entry Management",Comprehensive Security Systems/ Smart Deadbolt
